metric_name_1,metric_name_2,metric_name_3,metric_name_4,type,sub_type,value
Pondicherry,CSO,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,5
Pondicherry,BD,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Pondicherry,BD,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,2
Pondicherry,BD,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Punjab,Corporate,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,23
Punjab,CSO,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,69
Punjab,CSO,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,10
Punjab,CSO,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,37
Punjab,CSO,Career Page,01-10-16,tat_sum,TAT Intw selected to offer sent,0
Punjab,CSO,Career Page,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Punjab,RM,Vendor,01-12-16,tat_sum,TAT Intw selected to offer sent,7
Punjab,RM,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,32
Punjab,RM,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,11
Punjab,RM,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,15
Punjab,BD,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,52
Punjab,BD,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,15
Punjab,BD,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,82
Punjab,BD,Career Page,01-11-16,tat_sum,TAT Intw selected to offer sent,2
Punjab,BD,Employee Referral,01-11-16,tat_sum,TAT Intw selected to offer sent,1
Punjab,Operations,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,3
Punjab,Support,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,5
Punjab,Credit,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,0
Punjab,Credit,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,3
Punjab,Credit,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Rajasthan,Corporate,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,23
Rajasthan,Corporate,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,19
Rajasthan,Corporate,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,11
Rajasthan,Corporate,Career Page,01-11-16,tat_sum,TAT Intw selected to offer sent,21
Rajasthan,IT,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,2
Rajasthan,IT,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,1
Rajasthan,IT,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,2
Rajasthan,CSO,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,48
Rajasthan,CSO,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,61
Rajasthan,CSO,Vendor,01-12-16,tat_sum,TAT Intw selected to offer sent,21
Rajasthan,CSO,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,367
Rajasthan,CSO,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,244
Rajasthan,CSO,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Rajasthan,CSO,Career Page,01-10-16,tat_sum,TAT Intw selected to offer sent,31
Rajasthan,RM,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,60
Rajasthan,RM,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,14
Rajasthan,RM,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,79
Rajasthan,RM,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,111
Rajasthan,RM,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,32
Rajasthan,RM,Job Portal,01-12-16,tat_sum,TAT Intw selected to offer sent,1
Rajasthan,BD,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,3
Rajasthan,BD,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,16
Rajasthan,BD,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,217
Rajasthan,BD,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,103
Rajasthan,BD,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Rajasthan,Administration,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,18
Rajasthan,Administration,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,51
Rajasthan,Administration,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,23
Rajasthan,Administration,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,82
Rajasthan,Administration,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,12
Rajasthan,Finance,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,4
Rajasthan,Finance,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,0
Rajasthan,Finance,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,11
Rajasthan,Finance,Job Portal,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Rajasthan,Support,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Rajasthan,Credit,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,44
Rajasthan,Credit,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,101
Rajasthan,Credit,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,11
Rajasthan,Credit,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,4
Sikkim,CSO,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,15
Sikkim,BD,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,3
Tamil Nadu,HR,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,6
Tamil Nadu,Corporate,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,2
Tamil Nadu,Corporate,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,5
Tamil Nadu,Corporate,Employee Referral,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Tamil Nadu,IT,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,4
Tamil Nadu,IT,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,1
Tamil Nadu,CSO,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,132
Tamil Nadu,CSO,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,15
Tamil Nadu,CSO,Vendor,01-12-16,tat_sum,TAT Intw selected to offer sent,2
Tamil Nadu,CSO,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,177
Tamil Nadu,CSO,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,12
Tamil Nadu,CSO,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Tamil Nadu,RM,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,16
Tamil Nadu,RM,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,26
Tamil Nadu,RM,Vendor,01-12-16,tat_sum,TAT Intw selected to offer sent,2
Tamil Nadu,RM,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,12
Tamil Nadu,RM,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,31
Tamil Nadu,RM,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,2
Tamil Nadu,RM,Employee Referral,01-11-16,tat_sum,TAT Intw selected to offer sent,2
Tamil Nadu,RM,Job Portal,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Tamil Nadu,BD,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,9
Tamil Nadu,BD,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,5
Tamil Nadu,BD,Vendor,01-12-16,tat_sum,TAT Intw selected to offer sent,1
Tamil Nadu,BD,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,45
Tamil Nadu,BD,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,67
Tamil Nadu,BD,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,5
Tamil Nadu,BD,Career Page,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Tamil Nadu,BD,Employee Referral,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Tamil Nadu,BD,Job Portal,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Tamil Nadu,Administration,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,13
Tamil Nadu,Administration,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,7
Tamil Nadu,Administration,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,2
Tamil Nadu,Support,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,0
Tamil Nadu,Support,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Tamil Nadu,Credit,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,78
Tamil Nadu,Credit,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,4
Tamil Nadu,Credit,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,7
Telangana,Corporate,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,2
Telangana,Corporate,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,2
Telangana,IT,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,5
Telangana,CSO,Vendor,01-12-16,tat_sum,TAT Intw selected to offer sent,4
Telangana,CSO,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,29
Telangana,CSO,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,12
Telangana,RM,Vendor,01-12-16,tat_sum,TAT Intw selected to offer sent,12
Telangana,RM,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,1
Telangana,RM,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,10
Telangana,RM,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,19
Telangana,BD,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,68
Telangana,BD,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,45
Telangana,BD,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,87
Telangana,BD,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,54
Telangana,BD,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,16
Telangana,BD,Employee Referral,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Telangana,Administration,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,7
Telangana,Administration,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,18
Telangana,Finance,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,19
Telangana,Finance,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Telangana,Finance,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,15
Telangana,Support,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,29
Telangana,Support,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,5
Telangana,Support,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Telangana,Credit,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,28
Telangana,Credit,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,30
Telangana,Credit,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Tripura,CSO,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,1
Tripura,CSO,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,3
Uttar Pradesh,HR,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,1
Uttar Pradesh,HR,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Uttar Pradesh,Corporate,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,0
Uttar Pradesh,Corporate,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,21
Uttar Pradesh,Corporate,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,1
Uttar Pradesh,IT,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,0
Uttar Pradesh,IT,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,14
Uttar Pradesh,CSO,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,29
Uttar Pradesh,CSO,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,58
Uttar Pradesh,CSO,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,121
Uttar Pradesh,CSO,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,120
Uttar Pradesh,CSO,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,45
Uttar Pradesh,CSO,Career Page,01-11-16,tat_sum,TAT Intw selected to offer sent,6
Uttar Pradesh,RM,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,15
Uttar Pradesh,RM,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,81
Uttar Pradesh,RM,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,90
Uttar Pradesh,RM,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,176
Uttar Pradesh,RM,Job Portal,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Uttar Pradesh,BD,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,0
Uttar Pradesh,BD,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,4
Uttar Pradesh,BD,Vendor,01-12-16,tat_sum,TAT Intw selected to offer sent,3
Uttar Pradesh,BD,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,169
Uttar Pradesh,BD,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,121
Uttar Pradesh,BD,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,67
Uttar Pradesh,BD,Career Page,01-10-16,tat_sum,TAT Intw selected to offer sent,0
Uttar Pradesh,BD,Career Page,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Uttar Pradesh,BD,Job Portal,01-11-16,tat_sum,TAT Intw selected to offer sent,7
Uttar Pradesh,Administration,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,22
Uttar Pradesh,Administration,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,47
Uttar Pradesh,Finance,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,14
Uttar Pradesh,Finance,Vendor,01-12-16,tat_sum,TAT Intw selected to offer sent,6
Uttar Pradesh,Finance,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,13
Uttar Pradesh,Finance,Job Portal,01-11-16,tat_sum,TAT Intw selected to offer sent,1
Uttar Pradesh,Support,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,6
Uttar Pradesh,Support,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,1
Uttar Pradesh,Support,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,1
Uttar Pradesh,Credit,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,18
Uttar Pradesh,Credit,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,2
Uttar Pradesh,Credit,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,11
Uttarakhand,CSO,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,2
Uttarakhand,CSO,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Uttarakhand,BD,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,0
Uttarakhand,BD,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Uttarakhand,BD,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
Uttarakhand,BD,Career Page,01-11-16,tat_sum,TAT Intw selected to offer sent,0
Uttarakhand,Credit,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,5
West Bengal,HR,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,4
West Bengal,Corporate,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,6
West Bengal,Corporate,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,0
West Bengal,IT,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,0
West Bengal,IT,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,0
West Bengal,CSO,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,41
West Bengal,CSO,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,24
West Bengal,CSO,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,48
West Bengal,CSO,Career Page,01-10-16,tat_sum,TAT Intw selected to offer sent,2
West Bengal,CSO,Career Page,01-12-16,tat_sum,TAT Intw selected to offer sent,2
West Bengal,CSO,Employee Referral,01-10-16,tat_sum,TAT Intw selected to offer sent,6
West Bengal,CSO,Employee Referral,01-12-16,tat_sum,TAT Intw selected to offer sent,3
West Bengal,RM,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,8
West Bengal,RM,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,0
West Bengal,RM,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,57
West Bengal,RM,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,38
West Bengal,RM,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,20
West Bengal,RM,Career Page,01-12-16,tat_sum,TAT Intw selected to offer sent,2
West Bengal,BD,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,0
West Bengal,BD,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,29
West Bengal,BD,Vendor,01-12-16,tat_sum,TAT Intw selected to offer sent,3
West Bengal,BD,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,72
West Bengal,BD,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,169
West Bengal,BD,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,38
West Bengal,BD,Career Page,01-10-16,tat_sum,TAT Intw selected to offer sent,14
West Bengal,BD,Job Portal,01-10-16,tat_sum,TAT Intw selected to offer sent,125
West Bengal,BD,Job Portal,01-11-16,tat_sum,TAT Intw selected to offer sent,0
West Bengal,Operations,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,2
West Bengal,Finance,Vendor,01-11-16,tat_sum,TAT Intw selected to offer sent,23
West Bengal,Finance,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,0
West Bengal,Finance,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,13
West Bengal,Finance,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,2
West Bengal,Support,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,0
West Bengal,Credit,Direct,01-10-16,tat_sum,TAT Intw selected to offer sent,0
West Bengal,Credit,Direct,01-12-16,tat_sum,TAT Intw selected to offer sent,2
West Bengal,Others,Direct,01-11-16,tat_sum,TAT Intw selected to offer sent,8
Unknown,Corporate,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,1
Unknown,BD,Vendor,01-10-16,tat_sum,TAT Intw selected to offer sent,2
Andaman & Nicobar,CSO,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Andaman & Nicobar,BD,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Andhra Pradesh,HR,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,1
Andhra Pradesh,Corporate,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Andhra Pradesh,Corporate,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,1
Andhra Pradesh,IT,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,2
Andhra Pradesh,CSO,Vendor,01-10-16,tat_count,TAT Intw selected to offer sent,2
Andhra Pradesh,CSO,Vendor,01-11-16,tat_count,TAT Intw selected to offer sent,2
Andhra Pradesh,CSO,Vendor,01-12-16,tat_count,TAT Intw selected to offer sent,1
Andhra Pradesh,CSO,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,3
Andhra Pradesh,CSO,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,2
Andhra Pradesh,CSO,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,7
Andhra Pradesh,CSO,Career Page,01-11-16,tat_count,TAT Intw selected to offer sent,1
Andhra Pradesh,RM,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,2
Andhra Pradesh,RM,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,4
Andhra Pradesh,RM,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,3
Andhra Pradesh,BD,Vendor,01-10-16,tat_count,TAT Intw selected to offer sent,16
Andhra Pradesh,BD,Vendor,01-11-16,tat_count,TAT Intw selected to offer sent,18
Andhra Pradesh,BD,Vendor,01-12-16,tat_count,TAT Intw selected to offer sent,4
Andhra Pradesh,BD,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,29
Andhra Pradesh,BD,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,33
Andhra Pradesh,BD,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,20
Andhra Pradesh,BD,Career Page,01-11-16,tat_count,TAT Intw selected to offer sent,1
Andhra Pradesh,BD,Employee Referral,01-10-16,tat_count,TAT Intw selected to offer sent,9
Andhra Pradesh,BD,Employee Referral,01-11-16,tat_count,TAT Intw selected to offer sent,7
Andhra Pradesh,BD,Employee Referral,01-12-16,tat_count,TAT Intw selected to offer sent,6
Andhra Pradesh,Support,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,1
Andhra Pradesh,Support,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,3
Andhra Pradesh,Support,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,1
Andhra Pradesh,Credit,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,3
Andhra Pradesh,Credit,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,7
Andhra Pradesh,Credit,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,2
Andhra Pradesh,Others,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Arunachal Pradesh,BD,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,1
Arunachal Pradesh,BD,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Assam,CSO,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,7
Assam,CSO,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,27
Assam,CSO,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,6
Assam,RM,Vendor,01-10-16,tat_count,TAT Intw selected to offer sent,1
Assam,RM,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,3
Assam,RM,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,2
Assam,RM,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,2
Assam,BD,Vendor,01-10-16,tat_count,TAT Intw selected to offer sent,2
Assam,BD,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,10
Assam,BD,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,12
Assam,BD,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,19
Assam,Administration,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,1
Assam,Administration,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Assam,Support,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Assam,Credit,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,1
Bihar,Corporate,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,1
Bihar,IT,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,1
Bihar,IT,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Bihar,CSO,Vendor,01-11-16,tat_count,TAT Intw selected to offer sent,1
Bihar,CSO,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,9
Bihar,CSO,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,16
Bihar,CSO,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,9
Bihar,CSO,Career Page,01-11-16,tat_count,TAT Intw selected to offer sent,2
Bihar,CSO,Employee Referral,01-11-16,tat_count,TAT Intw selected to offer sent,1
Bihar,RM,Vendor,01-10-16,tat_count,TAT Intw selected to offer sent,3
Bihar,RM,Vendor,01-11-16,tat_count,TAT Intw selected to offer sent,1
Bihar,RM,Vendor,01-12-16,tat_count,TAT Intw selected to offer sent,1
Bihar,RM,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,4
Bihar,RM,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,6
Bihar,BD,Vendor,01-10-16,tat_count,TAT Intw selected to offer sent,1
Bihar,BD,Vendor,01-12-16,tat_count,TAT Intw selected to offer sent,2
Bihar,BD,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,23
Bihar,BD,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,37
Bihar,BD,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,31
Bihar,BD,Job Portal,01-11-16,tat_count,TAT Intw selected to offer sent,1
Bihar,BD,Job Portal,01-12-16,tat_count,TAT Intw selected to offer sent,1
Bihar,Administration,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,3
Bihar,Administration,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,1
Bihar,Credit,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,1
Bihar,Credit,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Bihar,Credit,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,1
Chandigarh,Corporate,Employee Referral,01-12-16,tat_count,TAT Intw selected to offer sent,1
Chandigarh,CSO,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,1
Chandigarh,CSO,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,1
Chandigarh,BD,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,3
Chandigarh,BD,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,3
Chandigarh,BD,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,2
Chattisgarh,HR,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Chattisgarh,Corporate,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,1
Chattisgarh,CSO,Vendor,01-12-16,tat_count,TAT Intw selected to offer sent,1
Chattisgarh,CSO,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,9
Chattisgarh,CSO,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,19
Chattisgarh,CSO,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,7
Chattisgarh,CSO,Employee Referral,01-11-16,tat_count,TAT Intw selected to offer sent,1
Chattisgarh,RM,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,2
Chattisgarh,RM,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,2
Chattisgarh,BD,Vendor,01-10-16,tat_count,TAT Intw selected to offer sent,1
Chattisgarh,BD,Vendor,01-11-16,tat_count,TAT Intw selected to offer sent,1
Chattisgarh,BD,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,13
Chattisgarh,BD,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,40
Chattisgarh,BD,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,28
Chattisgarh,Credit,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,1
Chattisgarh,Credit,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,2
Delhi,Corporate,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,1
Delhi,IT,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,1
Delhi,CSO,Vendor,01-10-16,tat_count,TAT Intw selected to offer sent,3
Delhi,CSO,Vendor,01-11-16,tat_count,TAT Intw selected to offer sent,1
Delhi,CSO,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,8
Delhi,CSO,Direct,01-11-16,tat_count,TAT Intw selected to offer sent,6
Delhi,CSO,Direct,01-12-16,tat_count,TAT Intw selected to offer sent,3
Delhi,CSO,Career Page,01-10-16,tat_count,TAT Intw selected to offer sent,1
Delhi,CSO,Career Page,01-11-16,tat_count,TAT Intw selected to offer sent,3
Delhi,RM,Vendor,01-10-16,tat_count,TAT Intw selected to offer sent,10
Delhi,RM,Vendor,01-11-16,tat_count,TAT Intw selected to offer sent,8
Delhi,RM,Direct,01-10-16,tat_count,TAT Intw selected to offer sent,2
